"Manufacturer","Model_Name","CPU","Display_Size","Operating_System","RAM","GPU","Screen_Resolution","Price_in_USD","Page","Product_Link"
"ACER","E5-476-386Q","ARM","15.4""","WINDOWS","16GB","INTEL","2560 x 1440","445.69","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-e5-476-386q-nx-gzqsn-001-14-intel-core-i3-7020u-4gb-1tb-integrated-graphics-win-10-gray_10414538/100896373.html"
"ACER","ASPIRE","ARM","15.4""","LINUX","8GB","INTEL","2560 x 1440","471.26","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=8&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-aspire-3-a315-41g-un-gybsd-002-15-6-amd-ryzen-3-2200u-4gb-1tb-amd-radeon-535-2gb-win-10-home-black_10472991/101048313.html"
"ACER","ASPIRE","ARM","13""","LINUX","4GB","NVIDIA","1280 x 720","471.26","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-aspire-3-a315-41g-un-gybsd-002-15-6-amd-ryzen-3-2200u-4gb-1tb-amd-radeon-535-2gb-win-10-home-black_10472991/101048313.html"
"ACER","ASPIRE","ARM","15.4""","LINUX","4GB","INTEL","1280 x 720","471.26","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-aspire-3-a315-41g-un-gybsd-002-15-6-amd-ryzen-3-2200u-4gb-1tb-amd-radeon-535-2gb-win-10-home-black_10472991/101048313.html"
"ACER","ASPIRE","ARM","15.4""","WINDOWS","4GB","NVIDIA","1920 x 1080","489.53","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-aspire-3-a315-41g-un-gybsd-002-15-6-amd-ryzen-3-2200u-4gb-1tb-amd-radeon-535-2gb-win-10-home-black_10472991/101048313.html"
"ACER","E5-476G-32BL","NVIDIA","15.6""","WINDOWS","16GB","AMD","7680 x 4320","511.45","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-e5-476g-32bl-nxgx0sn007-14-hd-intel-core-i3-8130u-4gb-1tb-nvidia-geforce-mx150-2gb-win-10-grey_11603808/103757031.html"
"ACER","E5-476G-32BL","ARM","15.4""","LINUX","12GB","ARM","2560 x 1440","511.45","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-e5-476g-32bl-nxgx0sn007-14-hd-intel-core-i3-8130u-4gb-1tb-nvidia-geforce-mx150-2gb-win-10-grey_11603808/103757031.html"
"ACER","E5-476G-32BL","ARM","13""","WINDOWS","4GB","ARM","2560 x 1440","511.45","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=8&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-e5-476g-32bl-nxgx0sn007-14-hd-intel-core-i3-8130u-4gb-1tb-nvidia-geforce-mx150-2gb-win-10-grey_11603808/103757031.html"
"ACER","E5-476G-32BL","INTEL","13""","WINDOWS","12GB","AMD","3840 x 2160","522.42","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-e5-476g-32bl-nxgx0sn007-14-hd-intel-core-i3-8130u-4gb-1tb-nvidia-geforce-mx150-2gb-win-10-grey_11603808/103757031.html"
"ACER","TRAVELMATE","ARM","15.6""","WINDOWS","16GB","AMD","7680 x 4320","569.04","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-travelmate-p248-m-un-vbnsd-005-stk2-14-i5-6200-4gb-500gb-win10-pro-notebook_755425/10110619.html"
"ACER","TRAVELMATE","ARM","17""","WINDOWS","8GB","ARM","2560 x 1440","569.04","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-travelmate-p248-m-un-vbnsd-005-stk2-14-i5-6200-4gb-500gb-win10-pro-notebook_755425/10110619.html"
"ACER","TRAVELMATE","INTEL","15.6""","LINUX","4GB","NVIDIA","7680 x 4320","584.53","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-travelmate-p248-m-un-vbnsd-005-stk2-14-i5-6200-4gb-500gb-win10-pro-notebook_755425/10110619.html"
"ACER","ASPIRE","ARM","13""","WINDOWS","32GB","AMD","3840 x 2160","584.53","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=8&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-aspire-e5-476g-nx-gxosn-002-14-intel-core-i5-8250u-4gb-1tb-nvidia-geforce-mx150-2gb-elinux-steel-grey_10186142/100409010.html"
"ACER","TRAVELMATE","INTEL","15.4""","LINUX","32GB","ARM","1920 x 1080","584.53","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-travelmate-p248-m-un-vbnsd-005-stk2-14-i5-6200-4gb-500gb-win10-pro-notebook_755425/10110619.html"
"ACER","ASPIRE","NVIDIA","15.4""","WINDOWS","8GB","AMD","7680 x 4320","584.53","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-aspire-e5-476g-nx-gxosn-002-14-intel-core-i5-8250u-4gb-1tb-nvidia-geforce-mx150-2gb-elinux-steel-grey_10186142/100409010.html"
"ACER","ASPIRE","ARM","15.4""","LINUX","12GB","AMD","2560 x 1440","584.53","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-aspire-e5-476g-nx-gxosn-002-14-intel-core-i5-8250u-4gb-1tb-nvidia-geforce-mx150-2gb-elinux-steel-grey_10186142/100409010.html"
"ACER","TRAVELMATE","NVIDIA","15.4""","LINUX","8GB","NVIDIA","7680 x 4320","584.53","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=8&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-travelmate-p248-m-un-vbnsd-005-stk2-14-i5-6200-4gb-500gb-win10-pro-notebook_755425/10110619.html"
"ACER","A515-41G-F79R","INTEL","15.4""","LINUX","8GB","ARM","7680 x 4320","599.15","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-a515-41g-f79r-nx-gpysn-002-15-6-amd-fx-9800p-8gb-1tb-radeon-rx540-2gb-elinux-black_10422629/100919427.html"
"ACER","A515-41G-F79R","INTEL","17""","WINDOWS","8GB","ARM","1920 x 1080","599.15","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-a515-41g-f79r-nx-gpysn-002-15-6-amd-fx-9800p-8gb-1tb-radeon-rx540-2gb-elinux-black_10422629/100919427.html"
"ACER","A515-41G-F79R","NVIDIA","13""","LINUX","4GB","AMD","7680 x 4320","599.15","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-a515-41g-f79r-nx-gpysn-002-15-6-amd-fx-9800p-8gb-1tb-radeon-rx540-2gb-elinux-black_10422629/100919427.html"
"ACER","A515-41G-F79R","NVIDIA","13""","WINDOWS","4GB","NVIDIA","7680 x 4320","599.15","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-a515-41g-f79r-nx-gpysn-002-15-6-amd-fx-9800p-8gb-1tb-radeon-rx540-2gb-elinux-black_10422629/100919427.html"
"ACER","A515-41G-F79R","NVIDIA","13""","LINUX","16GB","INTEL","1920 x 1080","599.15","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=8&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-a515-41g-f79r-nx-gpysn-002-15-6-amd-fx-9800p-8gb-1tb-radeon-rx540-2gb-elinux-black_10422629/100919427.html"
"ACER","E5-476G-56VN","NVIDIA","17""","WINDOWS","16GB","AMD","1920 x 1080","613.76","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-e5-476g-56vn-nx-gx0sn-005-14-intel-core-i5-8250u-4gb-1tb-nvidia-geforce-mx150-2gb-win-10-silver_11057082/102311365.html"
"ACER","E5-476G-56VN","NVIDIA","13""","LINUX","16GB","AMD","2560 x 1440","613.76","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-e5-476g-56vn-nx-gx0sn-005-14-intel-core-i5-8250u-4gb-1tb-nvidia-geforce-mx150-2gb-win-10-silver_11057082/102311365.html"
"ACER","E5-476G-56VN","INTEL","14""","WINDOWS","16GB","INTEL","7680 x 4320","621.07","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-e5-476g-56vn-nx-gx0sn-005-14-intel-core-i5-8250u-4gb-1tb-nvidia-geforce-mx150-2gb-win-10-silver_11057082/102311365.html"
"ACER","E5-476G-56VN","INTEL","15.4""","WINDOWS","16GB","INTEL","1920 x 1080","621.07","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=8&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-e5-476g-56vn-nx-gx0sn-005-14-intel-core-i5-8250u-4gb-1tb-nvidia-geforce-mx150-2gb-win-10-silver_11057082/102311365.html"
"ACER","E5-476G-56VN","NVIDIA","17""","LINUX","32GB","AMD","1280 x 720","621.07","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-e5-476g-56vn-nx-gx0sn-005-14-intel-core-i5-8250u-4gb-1tb-nvidia-geforce-mx150-2gb-win-10-silver_11057082/102311365.html"
"ACER","SWIFT","INTEL","15.6""","WINDOWS","12GB","INTEL","7680 x 4320","624.72","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-swift-3-sf315-41-nx-gv7sn-004-15-6-fhd-amd-ryzen-5-2500u-8gb-1tb-amd-radeon-vega-8-windows-10-silver_11767619/103972669.html"
"ACER","SWIFT","INTEL","15.4""","LINUX","32GB","NVIDIA","7680 x 4320","624.72","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-swift-3-sf315-41-nx-gv7sn-004-15-6-fhd-amd-ryzen-5-2500u-8gb-1tb-amd-radeon-vega-8-windows-10-silver_11767619/103972669.html"
"ACER","SWIFT","NVIDIA","15.6""","WINDOWS","12GB","INTEL","1920 x 1080","624.72","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-swift-3-sf315-41-nx-gv7sn-004-15-6-fhd-amd-ryzen-5-2500u-8gb-1tb-amd-radeon-vega-8-windows-10-silver_11767619/103972669.html"
"ACER","SWIFT","NVIDIA","15.4""","WINDOWS","16GB","ARM","7680 x 4320","624.72","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-swift-3-sf315-41-nx-gv7sn-004-15-6-fhd-amd-ryzen-5-2500u-8gb-1tb-amd-radeon-vega-8-windows-10-silver_11767619/103972669.html"
"ACER","TRAVELMATE","ARM","14""","WINDOWS","16GB","NVIDIA","1920 x 1080","628.38","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=8&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-travelmate-p248-m-un-vbnsd-005-stk2-14-i5-6200-4gb-500gb-win10-pro-notebook_755425/10110619.html"
"ACER","ASPIRE","NVIDIA","13""","WINDOWS","12GB","ARM","3840 x 2160","635.68","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-aspire-e5-476g-nx-gxosn-002-14-intel-core-i5-8250u-4gb-1tb-nvidia-geforce-mx150-2gb-elinux-steel-grey_10186142/100409010.html"
"ACER","ASPIRE","ARM","14""","LINUX","16GB","ARM","7680 x 4320","657.61","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=8&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-aspire-6-marvel-s-avengers-infinity-war-captain-america-edition-15-6-fhd-intel-core-i5-8250u-4gb-1tb-nvidia-geforce-mx150-2gb-windows-10-home_10284931/100623280.html"
"ACER","ASPIRE","NVIDIA","13""","WINDOWS","32GB","NVIDIA","1280 x 720","657.61","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-aspire-6-marvel-s-avengers-infinity-war-captain-america-edition-15-6-fhd-intel-core-i5-8250u-4gb-1tb-nvidia-geforce-mx150-2gb-windows-10-home_10284931/100623280.html"
"ACER","ASPIRE","INTEL","13""","WINDOWS","32GB","NVIDIA","7680 x 4320","657.61","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-aspire-6-marvel-s-avengers-infinity-war-captain-america-edition-15-6-fhd-intel-core-i5-8250u-4gb-1tb-nvidia-geforce-mx150-2gb-windows-10-home_10284931/100623280.html"
"ACER","ASPIRE","ARM","15.6""","LINUX","12GB","INTEL","1920 x 1080","657.61","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-aspire-6-marvel-s-avengers-infinity-war-captain-america-edition-15-6-fhd-intel-core-i5-8250u-4gb-1tb-nvidia-geforce-mx150-2gb-windows-10-home_10284931/100623280.html"
"ACER","SWIFT","ARM","17""","WINDOWS","16GB","ARM","1920 x 1080","679.53","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-swift-3-sf315-41-15-6-amd-ryzen-5-2500u-8gb-1tb-radeon-vega-8-alinux-silver_10345310/100725921.html"
"ACER","SWIFT","ARM","14""","WINDOWS","12GB","AMD","1920 x 1080","679.53","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-swift-3-sf315-41-15-6-amd-ryzen-5-2500u-8gb-1tb-radeon-vega-8-alinux-silver_10345310/100725921.html"
"ACER","ASPIRE","ARM","15.4""","WINDOWS","32GB","NVIDIA","1920 x 1080","686.84","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-aspire-6-marvel-s-avengers-infinity-war-captain-america-edition-15-6-fhd-intel-core-i5-8250u-4gb-1tb-nvidia-geforce-mx150-2gb-windows-10-home_10284931/100623280.html"
"ACER","SWIFT","NVIDIA","13""","LINUX","32GB","NVIDIA","1280 x 720","694.14","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-swift-3-sf315-41-nx-gv7sn-004-15-6-fhd-amd-ryzen-5-2500u-8gb-1tb-amd-radeon-vega-8-windows-10-silver_11767619/103972669.html"
"ACER","SWIFT","NVIDIA","15.6""","LINUX","12GB","ARM","2560 x 1440","694.14","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-swift-3-sf315-41-15-6-amd-ryzen-5-2500u-8gb-1tb-radeon-vega-8-alinux-silver_10345310/100725921.html"
"ACER","SWIFT","ARM","15.6""","LINUX","16GB","NVIDIA","1280 x 720","694.14","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=8&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-swift-3-sf315-41-nx-gv7sn-004-15-6-fhd-amd-ryzen-5-2500u-8gb-1tb-amd-radeon-vega-8-windows-10-silver_11767619/103972669.html"
"ACER","SWIFT","ARM","15.4""","WINDOWS","32GB","AMD","2560 x 1440","694.14","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=8&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-swift-3-sf315-41-15-6-amd-ryzen-5-2500u-8gb-1tb-radeon-vega-8-alinux-silver_10345310/100725921.html"
"ACER","SWIFT","NVIDIA","17""","LINUX","8GB","ARM","2560 x 1440","694.14","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-swift-3-sf315-41-15-6-amd-ryzen-5-2500u-8gb-1tb-radeon-vega-8-alinux-silver_10345310/100725921.html"
"ACER","SWIFT","INTEL","15.6""","LINUX","16GB","NVIDIA","1280 x 720","708.76","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-swift-3-sf315-41-nx-gv7sn-004-15-6-fhd-amd-ryzen-5-2500u-8gb-1tb-amd-radeon-vega-8-windows-10-silver_11767619/103972669.html"
"ACER","SP314-51-57XK","INTEL","14""","LINUX","12GB","INTEL","1280 x 720","716.07","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-sp314-51-57xk-nx-gzrsn-001-14-fhd-intel-core-i5-8250u-8gb-1tb-integrated-graphics-win-10-gray_10424080/100923520.html"
"ACER","SF314-56G-59A4","NVIDIA","17""","LINUX","32GB","ARM","7680 x 4320","716.07","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-sf314-56g-59a4-nx-h4msn-003-14-fhd-intel-core-i5-8265u-4gb-1tb-nvidia-geforce-mx150-2gb-win-10-silver_11602435/103754098.html"
"ACER","SF314-56G-57A7","ARM","17""","LINUX","32GB","NVIDIA","7680 x 4320","716.07","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-sf314-56g-57a7-nx-h4ysn-003-14-fhd-intel-core-i5-8265u-4gb-1tb-nvidia-geforce-mx150-2gb-win-10-blue_11602415/103753991.html"
"ACER","SF314-56G-57A7","ARM","14""","LINUX","32GB","INTEL","1280 x 720","716.07","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-sf314-56g-57a7-nx-h4ysn-003-14-fhd-intel-core-i5-8265u-4gb-1tb-nvidia-geforce-mx150-2gb-win-10-blue_11602415/103753991.html"
"ACER","SP314-51-57XK","NVIDIA","14""","LINUX","32GB","ARM","7680 x 4320","716.07","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-sp314-51-57xk-nx-gzrsn-001-14-fhd-intel-core-i5-8250u-8gb-1tb-integrated-graphics-win-10-gray_10424080/100923520.html"
"ACER","SF314-56G-57A7","INTEL","13""","WINDOWS","4GB","ARM","3840 x 2160","716.07","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-sf314-56g-57a7-nx-h4ysn-003-14-fhd-intel-core-i5-8265u-4gb-1tb-nvidia-geforce-mx150-2gb-win-10-blue_11602415/103753991.html"
"ACER","SF314-56G-59A4","INTEL","15.4""","LINUX","12GB","INTEL","7680 x 4320","716.07","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=8&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-sf314-56g-59a4-nx-h4msn-003-14-fhd-intel-core-i5-8265u-4gb-1tb-nvidia-geforce-mx150-2gb-win-10-silver_11602435/103754098.html"
"ACER","SF314-56G-57A7","NVIDIA","17""","LINUX","16GB","ARM","3840 x 2160","716.07","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-sf314-56g-57a7-nx-h4ysn-003-14-fhd-intel-core-i5-8265u-4gb-1tb-nvidia-geforce-mx150-2gb-win-10-blue_11602415/103753991.html"
"ACER","SP314-51-57XK","ARM","15.4""","WINDOWS","16GB","AMD","3840 x 2160","716.07","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-sp314-51-57xk-nx-gzrsn-001-14-fhd-intel-core-i5-8250u-8gb-1tb-integrated-graphics-win-10-gray_10424080/100923520.html"
"ACER","SP314-51-57XK","NVIDIA","13""","WINDOWS","32GB","INTEL","3840 x 2160","716.07","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=13&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-sp314-51-57xk-nx-gzrsn-001-14-fhd-intel-core-i5-8250u-8gb-1tb-integrated-graphics-win-10-gray_10424080/100923520.html"
"ACER","SF314-56G-59A4","NVIDIA","15.4""","WINDOWS","32GB","ARM","3840 x 2160","716.07","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-sf314-56g-59a4-nx-h4msn-003-14-fhd-intel-core-i5-8265u-4gb-1tb-nvidia-geforce-mx150-2gb-win-10-silver_11602435/103754098.html"
"ACER","SF314-56G-59A4","INTEL","15.6""","WINDOWS","12GB","INTEL","7680 x 4320","716.07","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-sf314-56g-59a4-nx-h4msn-003-14-fhd-intel-core-i5-8265u-4gb-1tb-nvidia-geforce-mx150-2gb-win-10-silver_11602435/103754098.html"
"ACER","SF314-56G-57A7","ARM","14""","WINDOWS","32GB","NVIDIA","1280 x 720","716.07","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=8&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/acer-sf314-56g-57a7-nx-h4ysn-003-14-fhd-intel-core-i5-8265u-4gb-1tb-nvidia-geforce-mx150-2gb-win-10-blue_11602415/103753991.html"
